Postal code,date,n_daily_data_points,dayOfWeek,day_type,BlueCars_taken_sum,BlueCars_returned_sum,Utilib_taken_sum,Utilib_returned_sum,Utilib_14_taken_sum,Utilib_14_returned_sum,Slots_freed_sum,Slots_taken_sum
92000,6/4/2018,1440,0,weekday,178,180,2,4,9,6,0,0
92000,6/5/2018,1439,1,weekday,187,163,12,14,5,7,0,0
92000,6/6/2018,1440,2,weekday,140,153,10,13,11,9,0,0
92000,6/7/2018,1439,3,weekday,210,187,12,7,7,7,0,0
92000,6/8/2018,1438,4,weekday,175,168,5,4,11,10,0,0
92000,6/9/2018,1440,5,weekend,240,246,3,4,8,10,0,0
92000,6/10/2018,1440,6,weekend,178,182,11,11,6,8,0,0
92000,6/11/2018,1440,0,weekday,144,153,4,4,14,15,0,0
92000,6/12/2018,1439,1,weekday,236,208,9,11,19,14,0,0
92000,6/13/2018,1440,2,weekday,190,216,7,4,14,17,0,0
92000,6/14/2018,1439,3,weekday,149,140,5,5,11,12,0,0
92000,6/15/2018,1440,4,weekday,170,172,4,7,19,19,0,0
92000,6/16/2018,1440,5,weekend,181,177,10,9,11,7,0,0
92000,6/17/2018,1440,6,weekend,131,153,4,4,20,22,0,0
92000,6/18/2018,1440,0,weekday,147,156,3,1,14,15,0,0
92000,6/19/2018,1370,1,weekday,18,26,0,1,0,2,0,0
92100,1/1/2018,1440,0,weekday,269,284,11,12,13,14,6,7
92100,1/2/2018,1438,1,weekday,284,285,8,8,14,17,8,7
92100,1/3/2018,1439,2,weekday,329,332,15,12,13,13,14,14
92100,1/4/2018,1320,3,weekday,305,312,3,5,18,17,13,13
92100,1/5/2018,1440,4,weekday,380,359,15,16,24,25,3,3
92100,1/6/2018,1437,5,weekend,357,367,7,7,30,29,17,18
92100,1/7/2018,1440,6,weekend,350,372,9,8,24,23,43,42
92100,1/8/2018,1438,0,weekday,299,297,5,7,12,13,49,50
92100,1/9/2018,1439,1,weekday,360,351,9,8,17,17,48,47
92100,1/10/2018,1440,2,weekday,328,331,8,8,15,15,15,16
92100,1/11/2018,1440,3,weekday,371,371,12,12,15,17,20,20
92100,1/12/2018,1439,4,weekday,375,371,11,10,26,24,14,14
92100,1/13/2018,1440,5,weekend,452,456,5,4,32,34,10,10
92100,1/14/2018,1440,6,weekend,398,387,4,4,29,31,48,48
92100,1/15/2018,1440,0,weekday,333,334,4,6,23,18,10,10
92100,1/16/2018,1440,1,weekday,359,359,7,7,24,25,11,11
92100,1/17/2018,1440,2,weekday,350,336,14,13,15,14,13,12
92100,1/18/2018,1439,3,weekday,355,371,11,13,15,15,14,14
92100,1/19/2018,1440,4,weekday,384,391,9,6,29,31,9,10
92100,1/20/2018,1439,5,weekend,458,449,21,22,12,11,10,10
92100,1/21/2018,1440,6,weekend,400,422,7,8,18,17,16,16
92100,1/22/2018,1440,0,weekday,334,316,7,6,13,13,11,10
92100,1/23/2018,1439,1,weekday,312,318,5,4,18,18,10,10
92100,1/24/2018,1434,2,weekday,349,338,15,16,16,17,12,12
92100,1/25/2018,1398,3,weekday,359,377,19,18,21,25,9,10
92100,1/26/2018,1437,4,weekday,400,378,10,11,27,23,8,7
92100,1/27/2018,1440,5,weekend,418,416,11,10,24,22,13,14
92100,1/28/2018,1440,6,weekend,361,380,13,16,15,19,8,8
92100,1/29/2018,1440,0,weekday,322,312,17,18,24,21,14,13
92100,1/30/2018,1440,1,weekday,324,329,10,8,23,23,17,18
92100,1/31/2018,1440,2,weekday,337,336,10,8,16,20,9,9
92100,2/1/2018,1440,3,weekday,421,408,8,11,25,22,17,17
92100,2/2/2018,1440,4,weekday,344,360,7,5,19,19,15,15
92100,2/3/2018,1438,5,weekend,454,440,18,17,29,31,19,18
92100,2/4/2018,1440,6,weekend,333,362,7,7,21,19,15,16
92100,2/5/2018,1440,0,weekday,365,331,10,15,16,16,11,9
92100,2/6/2018,1439,1,weekday,278,306,18,15,12,12,15,16
92100,2/7/2018,1439,2,weekday,233,217,3,4,12,11,2,2
92100,2/8/2018,1438,3,weekday,282,285,9,8,14,16,7,8
92100,2/9/2018,1439,4,weekday,309,312,18,19,23,21,13,13
92100,2/10/2018,1440,5,weekend,389,368,15,13,20,19,15,15
92100,2/11/2018,1440,6,weekend,368,386,16,15,16,19,15,14
92100,2/12/2018,1440,0,weekday,342,341,5,5,18,15,7,7
92100,2/13/2018,1440,1,weekday,368,363,4,4,19,21,8,9
92100,2/14/2018,1440,2,weekday,376,374,4,4,16,17,5,4
92100,2/15/2018,1437,3,weekday,421,426,11,11,22,22,13,14
92100,2/16/2018,1439,4,weekday,404,405,14,16,19,19,9,9
92100,2/17/2018,1440,5,weekend,447,449,19,18,25,22,19,18
92100,2/18/2018,1438,6,weekend,410,421,11,12,14,15,6,7
92100,2/19/2018,1420,0,weekday,340,328,12,13,11,10,8,7
92100,2/20/2018,1425,1,weekday,362,360,7,5,18,22,7,8
92100,2/21/2018,1440,2,weekday,344,359,4,3,20,20,7,7
92100,2/22/2018,1440,3,weekday,336,337,5,6,21,19,8,8
92100,2/23/2018,1440,4,weekday,376,368,11,10,23,26,6,6
92100,2/24/2018,1396,5,weekend,16,32,0,1,2,1,0,0
92100,2/28/2018,1429,2,weekday,343,304,5,6,20,18,8,8
92100,3/1/2018,1389,3,weekday,348,360,18,17,20,19,18,18
92100,3/2/2018,1440,4,weekday,377,386,6,5,19,20,10,10
92100,3/3/2018,1440,5,weekend,402,402,5,6,14,13,11,11
92100,3/4/2018,1440,6,weekend,337,349,12,11,11,12,10,10
92100,3/5/2018,1440,0,weekday,299,291,10,11,19,19,9,9
92100,3/6/2018,1439,1,weekday,365,333,9,9,25,25,15,14
92100,3/7/2018,1440,2,weekday,359,385,6,6,23,21,16,16
92100,3/8/2018,1439,3,weekday,387,382,5,4,20,20,11,12
92100,3/9/2018,1440,4,weekday,390,390,8,8,24,24,17,17
92100,3/10/2018,1440,5,weekend,467,459,8,8,23,26,19,19
92100,3/11/2018,1440,6,weekend,362,379,6,6,9,7,11,11
92100,3/12/2018,1440,0,weekday,332,339,11,12,19,18,16,15
92100,3/13/2018,1440,1,weekday,346,347,5,6,22,22,14,14
92100,3/14/2018,1440,2,weekday,358,346,9,10,20,23,10,11
92100,3/15/2018,1440,3,weekday,375,368,17,16,15,15,12,11
92100,3/16/2018,1440,4,weekday,385,376,4,4,27,27,12,12
92100,3/17/2018,1440,5,weekend,414,422,16,15,33,33,15,15
92100,3/18/2018,1440,6,weekend,343,360,6,5,21,22,14,15
92100,3/19/2018,1440,0,weekday,327,320,5,6,22,20,10,9
92100,3/20/2018,1440,1,weekday,344,344,13,13,18,21,15,16
92100,3/21/2018,1440,2,weekday,340,340,11,11,30,24,16,15
92100,3/22/2018,1440,3,weekday,359,369,10,11,19,20,10,11
92100,3/23/2018,1440,4,weekday,366,359,11,10,26,26,14,14
92100,3/24/2018,1440,5,weekend,423,413,21,21,16,19,13,13
92100,3/25/2018,1380,6,weekend,345,370,8,7,23,23,4,4
92100,3/26/2018,1439,0,weekday,318,305,8,9,25,21,12,12
92100,3/27/2018,1440,1,weekday,360,351,8,8,15,21,15,14
92100,3/28/2018,1440,2,weekday,354,382,17,17,21,16,24,25
92100,3/29/2018,1440,3,weekday,344,334,7,6,15,16,8,7
92100,3/30/2018,1434,4,weekday,362,338,6,7,19,22,12,12
92100,3/31/2018,1440,5,weekend,346,358,11,10,43,44,12,13
92100,4/1/2018,1440,6,weekend,300,305,7,10,31,29,8,7
92100,4/2/2018,1439,0,weekday,293,285,16,14,25,23,13,13
92100,4/3/2018,1440,1,weekday,352,352,6,5,24,23,9,9
92100,4/4/2018,1440,2,weekday,373,363,6,9,22,22,13,14
92100,4/5/2018,1440,3,weekday,350,357,9,6,18,22,10,9
92100,4/6/2018,1364,4,weekday,341,335,8,8,19,16,14,14
92100,4/7/2018,1318,5,weekend,410,413,16,15,24,22,15,14
92100,4/8/2018,1440,6,weekend,400,407,23,23,21,18,9,8
92100,4/9/2018,1440,0,weekday,356,337,10,11,15,19,10,12
92100,4/10/2018,1440,1,weekday,365,371,8,7,17,16,8,7
92100,4/11/2018,1439,2,weekday,359,369,4,5,15,13,10,11
92100,4/12/2018,1440,3,weekday,363,368,14,14,20,21,14,14
92100,4/13/2018,1439,4,weekday,387,371,17,18,19,21,13,12
92100,4/14/2018,1440,5,weekend,452,434,11,11,26,24,16,16
92100,4/15/2018,1439,6,weekend,384,386,12,11,22,20,15,14
92100,4/16/2018,1440,0,weekday,350,363,7,8,18,21,13,14
92100,4/17/2018,1440,1,weekday,334,341,11,10,19,19,11,12
92100,4/18/2018,1377,2,weekday,347,357,10,9,17,16,9,8
92100,4/19/2018,1203,3,weekday,298,289,7,8,21,29,12,12
92100,4/20/2018,1417,4,weekday,410,409,8,8,25,25,14,15
92100,4/21/2018,1440,5,weekend,397,388,7,8,27,24,11,11
92100,4/22/2018,1440,6,weekend,366,387,11,11,13,13,10,10
92100,4/23/2018,1417,0,weekday,322,286,7,6,12,13,10,8
92100,4/24/2018,1439,1,weekday,319,324,11,11,20,22,12,14
92100,4/25/2018,1440,2,weekday,312,313,9,8,24,23,17,16
92100,4/26/2018,1440,3,weekday,351,373,8,13,25,24,13,13
92100,4/27/2018,1440,4,weekday,358,346,21,16,23,22,8,9
92100,4/28/2018,1440,5,weekend,392,392,11,12,25,26,12,11
92100,4/29/2018,1440,6,weekend,312,313,11,11,33,31,13,13
92100,4/30/2018,1440,0,weekday,349,340,6,5,16,16,14,13
92100,5/1/2018,1440,1,weekday,345,361,5,6,23,25,11,13
92100,5/2/2018,1440,2,weekday,341,356,9,8,25,24,12,12
92100,5/3/2018,1439,3,weekday,374,363,14,14,15,18,18,18
92100,5/4/2018,1435,4,weekday,398,398,15,16,22,20,9,9
92100,5/5/2018,1440,5,weekend,417,406,14,13,24,22,18,18
92100,5/6/2018,1439,6,weekend,339,347,6,7,17,19,9,9
92100,5/7/2018,1437,0,weekday,310,295,9,10,20,19,15,13
92100,5/8/2018,1425,1,weekday,295,294,7,6,7,7,6,8
92100,5/20/2018,1440,6,weekend,234,247,7,8,15,17,11,10
92100,5/21/2018,1440,0,weekday,353,337,9,7,24,21,15,15
92100,5/22/2018,1438,1,weekday,375,386,11,12,23,22,12,12
92100,5/23/2018,1174,2,weekday,283,288,10,11,17,17,9,10
92100,5/24/2018,1436,3,weekday,372,374,11,9,21,25,10,10
92100,5/25/2018,1440,4,weekday,421,425,13,13,31,29,14,14
92100,5/26/2018,1440,5,weekend,472,471,8,8,31,29,18,18
92100,5/27/2018,1440,6,weekend,475,455,15,18,20,21,10,10
92100,5/28/2018,1440,0,weekday,338,359,18,15,27,26,10,10
92100,5/29/2018,1439,1,weekday,364,349,10,10,27,28,8,7
92100,5/30/2018,1440,2,weekday,340,348,11,12,30,30,17,18
92100,5/31/2018,1411,3,weekday,399,385,12,12,21,22,10,9
92100,6/1/2018,1440,4,weekday,382,391,13,14,31,30,14,15
92100,6/2/2018,1440,5,weekend,455,454,12,10,27,27,18,18
92100,6/3/2018,1440,6,weekend,373,376,12,13,27,31,16,16
92100,6/4/2018,1440,0,weekday,334,328,12,11,19,15,9,9
92100,6/5/2018,1439,1,weekday,375,367,13,14,20,19,13,12
92100,6/6/2018,1440,2,weekday,378,391,7,8,24,24,15,16
92100,6/7/2018,1439,3,weekday,392,398,10,8,26,26,12,12
92100,6/8/2018,1438,4,weekday,430,436,9,11,26,28,10,9
92100,6/9/2018,1440,5,weekend,426,417,21,22,29,27,7,8
92100,6/10/2018,1440,6,weekend,428,420,10,8,20,21,13,12
92100,6/11/2018,1440,0,weekday,357,358,8,9,21,21,4,5
92100,6/12/2018,1439,1,weekday,401,406,9,8,24,23,14,13
92100,6/13/2018,1440,2,weekday,401,401,9,9,14,13,23,24
92100,6/14/2018,1439,3,weekday,421,420,8,9,11,11,11,11
92100,6/15/2018,1440,4,weekday,438,428,13,11,19,22,11,11
92100,6/16/2018,1440,5,weekend,463,473,14,15,24,24,24,24
92100,6/17/2018,1440,6,weekend,405,403,14,13,19,17,11,10
92100,6/18/2018,1440,0,weekday,374,369,11,11,17,16,20,21
92100,6/19/2018,1370,1,weekday,23,36,0,2,2,3,2,1
92110,1/1/2018,1440,0,weekday,6,12,0,0,7,9,0,0
92110,1/2/2018,1438,1,weekday,9,10,0,0,5,7,0,0
92110,1/3/2018,1439,2,weekday,21,14,0,0,9,5,0,0
92110,1/4/2018,1320,3,weekday,15,20,1,0,1,1,0,0
92110,1/5/2018,1440,4,weekday,24,21,0,1,1,1,0,0
92110,1/6/2018,1437,5,weekend,18,23,1,0,1,2,0,0
92110,1/7/2018,1440,6,weekend,28,27,1,1,8,8,0,0
92110,1/8/2018,1438,0,weekday,25,25,0,1,1,2,0,0
92110,1/9/2018,1439,1,weekday,22,21,4,4,5,4,0,0
92110,1/10/2018,1440,2,weekday,25,24,2,1,1,1,0,0
92110,1/11/2018,1440,3,weekday,12,13,0,0,4,4,0,0
92110,1/12/2018,1439,4,weekday,23,21,1,1,2,1,0,0
92110,1/13/2018,1440,5,weekend,24,30,0,0,1,1,0,0
92110,1/14/2018,1440,6,weekend,24,21,0,0,0,0,0,0
92110,1/15/2018,1440,0,weekday,19,18,0,0,1,1,0,0
92110,1/16/2018,1440,1,weekday,19,22,0,0,0,0,0,0
92110,1/17/2018,1440,2,weekday,21,21,0,0,0,0,0,0
92110,1/18/2018,1439,3,weekday,26,23,0,0,0,0,0,0
92110,1/19/2018,1440,4,weekday,24,22,0,0,0,0,0,0
92110,1/20/2018,1439,5,weekend,36,39,0,0,0,1,0,0
92110,1/21/2018,1440,6,weekend,28,26,2,2,1,0,0,0
92110,1/22/2018,1440,0,weekday,20,23,0,2,2,2,0,0
92110,1/23/2018,1439,1,weekday,25,23,3,1,0,0,0,0
92110,1/24/2018,1434,2,weekday,21,20,1,2,0,1,0,0
92110,1/25/2018,1398,3,weekday,20,20,1,0,5,5,0,0
92110,1/26/2018,1437,4,weekday,18,16,0,0,1,2,0,0
92110,1/27/2018,1440,5,weekend,31,34,3,4,2,0,0,0
92110,1/28/2018,1440,6,weekend,33,34,1,0,0,2,0,0
92110,1/29/2018,1440,0,weekday,19,17,0,0,2,0,0,0
92110,1/30/2018,1440,1,weekday,18,19,0,0,0,0,0,0
92110,1/31/2018,1440,2,weekday,16,14,0,0,3,3,0,0
92110,2/1/2018,1440,3,weekday,23,27,1,2,1,1,0,0
92110,2/2/2018,1440,4,weekday,22,21,1,0,2,3,0,0
92110,2/3/2018,1438,5,weekend,23,24,0,0,4,3,0,0
92110,2/4/2018,1440,6,weekend,30,32,0,0,1,1,0,0
92110,2/5/2018,1440,0,weekday,30,25,0,1,0,0,0,0
92110,2/6/2018,1439,1,weekday,20,26,1,0,3,3,0,0
92110,2/7/2018,1439,2,weekday,16,17,1,1,0,0,0,0
92110,2/8/2018,1438,3,weekday,24,19,0,0,1,1,0,0
92110,2/9/2018,1439,4,weekday,30,26,0,0,0,0,0,0
92110,2/10/2018,1440,5,weekend,20,23,0,0,2,3,0,0
92110,2/11/2018,1440,6,weekend,32,34,0,1,3,2,0,0
92110,2/12/2018,1440,0,weekday,34,36,2,1,0,1,0,0
92110,2/13/2018,1440,1,weekday,18,13,0,0,2,1,0,0
92110,2/14/2018,1440,2,weekday,27,26,1,1,0,0,0,0
92110,2/15/2018,1437,3,weekday,23,25,0,0,0,0,0,0
92110,2/16/2018,1439,4,weekday,18,17,0,0,0,0,0,0
92110,2/17/2018,1440,5,weekend,27,24,0,0,2,2,0,0
92110,2/18/2018,1438,6,weekend,26,35,4,4,2,3,0,0
92110,2/19/2018,1420,0,weekday,24,21,0,0,2,1,0,0
92110,2/20/2018,1425,1,weekday,16,12,1,1,0,0,0,0
92110,2/21/2018,1440,2,weekday,11,10,0,0,1,1,0,0
92110,2/22/2018,1440,3,weekday,18,19,1,1,0,0,0,0
92110,2/23/2018,1440,4,weekday,23,26,0,2,3,4,0,0
92110,2/24/2018,1396,5,weekend,0,2,0,0,0,0,0,0
92110,2/28/2018,1429,2,weekday,24,16,3,1,3,3,0,0
92110,3/1/2018,1389,3,weekday,17,23,0,0,1,1,0,0
92110,3/2/2018,1440,4,weekday,26,23,0,0,1,1,0,0
92110,3/3/2018,1440,5,weekend,22,28,0,0,6,5,0,0
92110,3/4/2018,1440,6,weekend,21,20,0,0,2,2,0,0
92110,3/5/2018,1440,0,weekday,19,15,0,1,0,1,0,0
92110,3/6/2018,1439,1,weekday,18,21,1,1,3,2,0,0
92110,3/7/2018,1440,2,weekday,25,26,1,0,1,1,0,0
92110,3/8/2018,1439,3,weekday,20,18,0,0,0,0,0,0
92110,3/9/2018,1440,4,weekday,29,27,0,0,2,2,0,0
92110,3/10/2018,1440,5,weekend,31,32,1,1,1,2,0,0
92110,3/11/2018,1440,6,weekend,23,20,0,1,2,1,0,0
92110,3/12/2018,1440,0,weekday,20,23,2,2,0,1,0,0
92110,3/13/2018,1440,1,weekday,11,11,1,0,2,1,0,0
92110,3/14/2018,1440,2,weekday,23,26,1,1,0,0,0,0
92110,3/15/2018,1440,3,weekday,20,21,0,0,0,0,0,0
92110,3/16/2018,1440,4,weekday,31,30,0,0,2,2,0,0
92110,3/17/2018,1440,5,weekend,26,29,0,0,1,1,0,0
92110,3/18/2018,1440,6,weekend,24,20,1,1,2,3,0,0
92110,3/19/2018,1440,0,weekday,21,20,0,0,2,1,0,0
92110,3/20/2018,1440,1,weekday,25,25,1,1,1,1,0,0
92110,3/21/2018,1440,2,weekday,30,28,0,0,3,4,0,0
92110,3/22/2018,1440,3,weekday,20,16,2,2,5,6,0,0
92110,3/23/2018,1440,4,weekday,16,22,0,0,5,3,0,0
92110,3/24/2018,1440,5,weekend,26,21,0,0,0,1,0,0
92110,3/25/2018,1380,6,weekend,21,24,1,2,4,4,0,0
92110,3/26/2018,1439,0,weekday,12,14,1,0,2,1,0,0
92110,3/27/2018,1440,1,weekday,18,16,0,0,0,1,0,0
92110,3/28/2018,1440,2,weekday,29,31,0,0,2,1,0,0
92110,3/29/2018,1440,3,weekday,22,21,0,0,1,2,0,0
92110,3/30/2018,1434,4,weekday,20,19,0,0,2,1,0,0
92110,3/31/2018,1440,5,weekend,32,31,0,0,4,5,0,0
92110,4/1/2018,1440,6,weekend,13,17,0,0,3,2,0,0
92110,4/2/2018,1439,0,weekday,15,18,1,2,3,3,0,0
92110,4/3/2018,1440,1,weekday,24,21,1,0,0,0,0,0
92110,4/4/2018,1440,2,weekday,29,28,0,0,2,2,0,0
92110,4/5/2018,1440,3,weekday,28,27,0,0,2,2,0,0
92110,4/6/2018,1364,4,weekday,32,30,1,1,0,0,0,0
92110,4/7/2018,1318,5,weekend,26,23,1,1,3,4,0,0
92110,4/8/2018,1440,6,weekend,28,27,2,4,5,3,0,0
92110,4/9/2018,1440,0,weekday,20,21,2,1,1,1,0,0
92110,4/10/2018,1440,1,weekday,19,24,3,3,3,3,0,0
92110,4/11/2018,1439,2,weekday,30,30,2,1,0,1,0,0
92110,4/12/2018,1440,3,weekday,24,22,0,0,3,3,0,0
92110,4/13/2018,1439,4,weekday,26,26,0,0,2,1,0,0
92110,4/14/2018,1440,5,weekend,23,23,2,3,0,0,0,0
92110,4/15/2018,1439,6,weekend,25,24,1,1,1,2,0,0
92110,4/16/2018,1440,0,weekday,20,22,1,0,1,1,0,0
92110,4/17/2018,1440,1,weekday,24,22,0,0,6,6,0,0
92110,4/18/2018,1377,2,weekday,28,29,0,0,1,0,0,0
92110,4/19/2018,1203,3,weekday,27,29,0,0,0,1,0,0
92110,4/20/2018,1417,4,weekday,20,22,2,2,3,2,0,0
92110,4/21/2018,1440,5,weekend,24,20,2,2,0,0,0,0
92110,4/22/2018,1440,6,weekend,21,27,1,1,0,0,0,0
92110,4/23/2018,1417,0,weekday,33,30,0,0,0,0,0,0
92110,4/24/2018,1439,1,weekday,24,22,1,1,0,0,0,0
92110,4/25/2018,1440,2,weekday,29,27,0,0,0,1,0,0
92110,4/26/2018,1440,3,weekday,28,26,3,3,1,1,0,0
92110,4/27/2018,1440,4,weekday,21,29,0,0,2,2,0,0
92110,4/28/2018,1440,5,weekend,25,25,1,3,1,0,0,0
92110,4/29/2018,1440,6,weekend,29,26,4,3,0,0,0,0
92110,4/30/2018,1440,0,weekday,26,31,1,1,2,2,0,0
92110,5/1/2018,1440,1,weekday,22,22,1,0,3,3,0,0
92110,5/2/2018,1440,2,weekday,32,29,0,0,1,1,0,0
92110,5/3/2018,1439,3,weekday,30,30,1,1,1,1,0,0
92110,5/4/2018,1435,4,weekday,26,27,0,0,2,4,0,0
92110,5/5/2018,1440,5,weekend,23,17,0,0,4,2,0,0
92110,5/6/2018,1439,6,weekend,20,25,3,4,3,3,0,0
92110,5/7/2018,1437,0,weekday,21,23,1,0,1,1,0,0
92110,5/8/2018,1425,1,weekday,21,20,0,2,2,2,0,0
92110,5/20/2018,1440,6,weekend,17,15,2,0,5,5,0,0
92110,5/21/2018,1440,0,weekday,25,30,1,2,1,1,0,0
92110,5/22/2018,1438,1,weekday,26,21,1,0,2,4,0,0
92110,5/23/2018,1174,2,weekday,18,16,0,1,1,0,0,0
92110,5/24/2018,1436,3,weekday,27,32,3,2,1,0,0,0
92110,5/25/2018,1440,4,weekday,28,25,0,1,1,2,0,0
92110,5/26/2018,1440,5,weekend,37,34,2,1,2,1,0,0
92110,5/27/2018,1440,6,weekend,29,35,0,0,1,1,0,0
92110,5/28/2018,1440,0,weekday,21,24,0,0,1,1,0,0
92110,5/29/2018,1439,1,weekday,26,20,0,0,0,1,0,0
92110,5/30/2018,1440,2,weekday,23,20,3,3,2,1,0,0
92110,5/31/2018,1411,3,weekday,17,21,0,0,0,0,0,0
92110,6/1/2018,1440,4,weekday,27,26,0,0,0,0,0,0
92110,6/2/2018,1440,5,weekend,32,31,0,0,2,3,0,0
92110,6/3/2018,1440,6,weekend,29,34,1,1,5,5,0,0
92110,6/4/2018,1440,0,weekday,17,19,0,0,1,0,0,0
92110,6/5/2018,1439,1,weekday,35,32,1,1,0,1,0,0
92110,6/6/2018,1440,2,weekday,24,22,0,0,1,0,0,0
92110,6/7/2018,1439,3,weekday,31,28,2,3,1,1,0,0
92110,6/8/2018,1438,4,weekday,19,24,4,3,1,1,0,0
92110,6/9/2018,1440,5,weekend,28,28,1,1,1,1,0,0
92110,6/10/2018,1440,6,weekend,27,29,1,1,7,7,0,0
92110,6/11/2018,1440,0,weekday,28,27,1,2,1,1,0,0
92110,6/12/2018,1439,1,weekday,17,19,3,2,1,1,0,0
92110,6/13/2018,1440,2,weekday,30,19,0,0,0,1,0,0
92110,6/14/2018,1439,3,weekday,15,23,0,0,4,3,0,0
92110,6/15/2018,1440,4,weekday,29,26,2,2,2,2,0,0
92110,6/16/2018,1440,5,weekend,28,30,1,1,0,0,0,0
92110,6/17/2018,1440,6,weekend,21,21,0,0,0,2,0,0
92110,6/18/2018,1440,0,weekday,16,16,0,0,4,5,0,0
92120,1/1/2018,1440,0,weekday,79,77,4,4,7,5,0,0
92120,1/2/2018,1438,1,weekday,61,63,6,6,2,1,0,0
92120,1/3/2018,1439,2,weekday,78,77,1,1,8,10,0,0
92120,1/4/2018,1320,3,weekday,79,78,1,1,4,3,0,0
92120,1/5/2018,1440,4,weekday,76,80,1,1,6,5,0,0
92120,1/6/2018,1437,5,weekend,106,103,2,2,9,9,0,0
92120,1/7/2018,1440,6,weekend,83,89,3,3,4,4,0,0
92120,1/8/2018,1438,0,weekday,73,69,0,2,8,10,0,0
92120,1/9/2018,1439,1,weekday,70,66,3,1,5,3,0,0
92120,1/10/2018,1440,2,weekday,89,88,3,3,4,4,0,0
92120,1/11/2018,1440,3,weekday,74,80,3,3,4,4,0,0
92120,1/12/2018,1439,4,weekday,95,90,3,4,7,10,0,0
92120,1/13/2018,1440,5,weekend,115,125,4,3,16,14,0,0
92120,1/14/2018,1440,6,weekend,89,85,0,0,5,5,0,0
92120,1/15/2018,1440,0,weekday,69,74,1,3,6,7,0,0
92120,1/16/2018,1440,1,weekday,79,69,2,0,6,5,0,0
92120,1/17/2018,1440,2,weekday,79,87,0,0,4,3,0,0
92120,1/18/2018,1439,3,weekday,91,77,3,4,3,4,0,0
92120,1/19/2018,1440,4,weekday,74,83,4,3,10,11,0,0
92120,1/20/2018,1439,5,weekend,110,102,2,4,11,9,0,0
92120,1/21/2018,1440,6,weekend,121,131,5,3,4,4,0,0
92120,1/22/2018,1440,0,weekday,90,87,1,1,2,3,0,0
92120,1/23/2018,1439,1,weekday,84,87,2,3,5,5,0,0
92120,1/24/2018,1434,2,weekday,82,86,6,5,6,5,0,0
92120,1/25/2018,1398,3,weekday,81,72,2,3,4,4,0,0
92120,1/26/2018,1437,4,weekday,87,90,5,4,11,12,0,0
92120,1/27/2018,1440,5,weekend,106,101,4,4,6,6,0,0
92120,1/28/2018,1440,6,weekend,102,105,1,3,7,7,0,0
92120,1/29/2018,1440,0,weekday,63,65,5,3,11,12,0,0
92120,1/30/2018,1440,1,weekday,84,76,0,1,6,5,0,0
92120,1/31/2018,1440,2,weekday,81,91,1,0,7,7,0,0
92120,2/1/2018,1440,3,weekday,69,69,0,0,7,6,0,0
92120,2/2/2018,1440,4,weekday,93,91,0,0,7,9,0,0
92120,2/3/2018,1438,5,weekend,94,89,1,1,18,16,0,0
92120,2/4/2018,1440,6,weekend,98,106,0,0,5,5,0,0
92120,2/5/2018,1440,0,weekday,73,71,1,1,4,5,0,0
92120,2/6/2018,1439,1,weekday,85,77,6,6,13,12,0,0
92120,2/7/2018,1439,2,weekday,62,65,2,2,2,2,0,0
92120,2/8/2018,1438,3,weekday,76,86,3,3,6,6,0,0
92120,2/9/2018,1439,4,weekday,83,81,2,2,2,2,0,0
92120,2/10/2018,1440,5,weekend,95,92,7,10,4,4,0,0
92120,2/11/2018,1440,6,weekend,103,103,4,1,7,8,0,0
92120,2/12/2018,1440,0,weekday,69,70,0,0,9,8,0,0
92120,2/13/2018,1440,1,weekday,78,72,4,4,3,3,0,0
92120,2/14/2018,1440,2,weekday,79,89,1,1,5,6,0,0
92120,2/15/2018,1437,3,weekday,102,99,2,2,7,6,0,0
92120,2/16/2018,1439,4,weekday,85,84,4,5,3,5,0,0
92120,2/17/2018,1440,5,weekend,92,89,5,4,5,3,0,0
92120,2/18/2018,1438,6,weekend,116,122,2,2,3,3,0,0
92120,2/19/2018,1420,0,weekday,68,69,0,1,3,3,0,0
92120,2/20/2018,1425,1,weekday,76,71,2,1,5,5,0,0
92120,2/21/2018,1440,2,weekday,72,75,3,3,13,14,0,0
92120,2/22/2018,1440,3,weekday,85,81,4,4,4,4,0,0
92120,2/23/2018,1440,4,weekday,90,83,3,3,9,9,0,0
92120,2/24/2018,1396,5,weekend,9,16,0,0,1,0,0,0
92120,2/28/2018,1429,2,weekday,80,77,2,3,8,10,0,0
92120,3/1/2018,1389,3,weekday,73,81,2,1,6,5,0,0
92120,3/2/2018,1440,4,weekday,85,73,2,2,6,6,0,0
92120,3/3/2018,1440,5,weekend,90,91,3,3,5,4,0,0
92120,3/4/2018,1440,6,weekend,94,105,0,0,8,11,0,0
92120,3/5/2018,1440,0,weekday,76,68,2,3,6,3,0,0
92120,3/6/2018,1439,1,weekday,80,87,6,7,5,7,0,0
92120,3/7/2018,1440,2,weekday,95,91,3,1,3,2,0,0
92120,3/8/2018,1439,3,weekday,90,87,3,3,4,4,0,0
92120,3/9/2018,1440,4,weekday,80,75,0,0,4,3,0,0
92120,3/10/2018,1440,5,weekend,105,114,1,2,3,3,0,0
92120,3/11/2018,1440,6,weekend,102,101,3,2,2,4,0,0
92120,3/12/2018,1440,0,weekday,76,82,0,0,3,2,0,0
92120,3/13/2018,1440,1,weekday,91,85,0,0,9,9,0,0
